"UID","Product_ID","Full_Name","Category","Item","Retailer","Shelf_Price","Offer_Price_per_unit","Price_per_unit","Size","Unit","Date"
"514861 Morrisons Physalis (70g)","514861","Morrisons Physalis (70g)","Exotic_Fruit","Morrisons Physalis","Morrisons",1,NA,14.29,"70g","Kg",2019-01-17
"312267 Morrisons Lychees (170g)","312267","Morrisons Lychees (170g)","Exotic_Fruit","Morrisons Lychees","Morrisons",1.15,NA,6.76,"170g","Kg",2019-01-17
"NA Morrisons Pomegranate Seeds (250g)",NA,"Morrisons Pomegranate Seeds (250g)","Exotic_Fruit","Morrisons Pomegranate Seeds","Morrisons",2.5,NA,10,"250g","Kg",2019-01-17
"358805 Morrisons Pomegranate Seeds (100g)","358805","Morrisons Pomegranate Seeds (100g)","Exotic_Fruit","Morrisons Pomegranate Seeds","Morrisons",1.25,NA,12.5,"100g","Kg",2019-01-17
"172067 Morrisons Coconut","172067","Morrisons Coconut","Exotic_Fruit","Morrisons Coconut","Morrisons",0.8,NA,0.8,"1","Each",2019-01-17
"NA Ocado Passion Fruit (3)",NA,"Ocado Passion Fruit (3)","Exotic_Fruit","Ocado Passion Fruit","Ocado",1.25,NA,0.333,"3","Each",2019-01-17
"447259 Waitrose Passion Fruit (3)","447259","Waitrose Passion Fruit (3)","Exotic_Fruit","Waitrose Passion Fruit","Ocado",1.5,NA,0.5,"3","Each",2019-01-17
"268848 Ocado Figs (4)","268848","Ocado Figs (4)","Exotic_Fruit","Ocado Figs","Ocado",2.67,NA,0.668,"4","Each",2019-01-17
"248474 Ocado Pomegranate","248474","Ocado Pomegranate","Exotic_Fruit","Ocado Pomegranate","Ocado",1.25,NA,1.25,"1","Each",2019-01-17
"026222 Waitrose Pomegranates (2)","026222","Waitrose Pomegranates (2)","Exotic_Fruit","Waitrose Pomegranates","Ocado",3,NA,1.5,"2","Each",2019-01-17
"042636 Waitrose Papaya Loose","042636","Waitrose Papaya Loose","Exotic_Fruit","Waitrose Papaya Loose","Ocado",2,1.5,2,"1","Each",2019-01-17
"439737 Waitrose Pomegranate Seeds (125g)","439737","Waitrose Pomegranate Seeds (125g)","Exotic_Fruit","Waitrose Pomegranate Seeds","Ocado",2,NA,16,"125g","Kg",2019-01-17
"400282 Ocado Ripe & Ready to Eat Papaya (2)","400282","Ocado Ripe & Ready to Eat Papaya (2)","Exotic_Fruit","Ocado Ripe & Ready to Eat Papaya","Ocado",2.7,NA,1.35,"2","Each",2019-01-17
"026181 Waitrose 1 Perfectly Ripe Papaya (2)","026181","Waitrose 1 Perfectly Ripe Papaya (2)","Exotic_Fruit","Waitrose 1 Perfectly Ripe Papaya","Ocado",3,NA,1.5,"2","Each",2019-01-17
"NA Ocado Pomegranate Seeds (250g)",NA,"Ocado Pomegranate Seeds (250g)","Exotic_Fruit","Ocado Pomegranate Seeds","Ocado",2.5,NA,10,"250g","Kg",2019-01-17
"200574 Waitrose Good to Go Pomegranate (110g)","200574","Waitrose Good to Go Pomegranate (110g)","Exotic_Fruit","Waitrose Good to Go Pomegranate","Ocado",1.75,NA,15.91,"110g","Kg",2019-01-17
"538587 Waitrose Cook's Ingredients Pomegranate Seeds (80g)","538587","Waitrose Cook's Ingredients Pomegranate Seeds (80g)","Exotic_Fruit","Waitrose Cook's Ingredients Pomegranate Seeds","Ocado",1.4,NA,17.5,"80g","Kg",2019-01-17
"498786 Waitrose Speciality Figs (230g)","498786","Waitrose Speciality Figs (230g)","Exotic_Fruit","Waitrose Speciality Figs","Ocado",4.5,NA,19.57,"230g","Kg",2019-01-17
"309739 Love Me Tender Perfectly Ripe Papaya (2)","309739","Love Me Tender Perfectly Ripe Papaya (2)","Exotic_Fruit","Love Me Tender Perfectly Ripe Papaya","Ocado",3.5,NA,1.4,"2","Each",2019-01-17
"451732 Wholegood Organic Pomegranate","451732","Wholegood Organic Pomegranate","Exotic_Fruit","Wholegood Organic Pomegranate","Ocado",2.19,NA,2.19,"1","Each",2019-01-17
"069980 Waitrose Physalis (100g)","069980","Waitrose Physalis (100g)","Exotic_Fruit","Waitrose Physalis","Ocado",1,NA,10,"100g","Kg",2019-01-17
"513353 Love Me Tender Spanish Persimmons (4)","513353","Love Me Tender Spanish Persimmons (4)","Exotic_Fruit","Love Me Tender Spanish Persimmons","Ocado",5,NA,1,"4","Each",2019-01-17
"354773 Creative Nature Goji Berries Ningxia (300g)","354773","Creative Nature Goji Berries Ningxia (300g)","Exotic_Fruit","Creative Nature Goji Berries Ningxia","Ocado",9.99,NA,26.63,"300g","Kg",2019-01-17
"230409 Waitrose Passion Fruit (2)","230409","Waitrose Passion Fruit (2)","Exotic_Fruit","Waitrose Passion Fruit","Ocado",2,NA,1,"2","Each",2019-01-17
"451731 Waitrose Speciality Figs (140g)","451731","Waitrose Speciality Figs (140g)","Exotic_Fruit","Waitrose Speciality Figs","Ocado",2.8,NA,20,"140g","Kg",2019-01-17
"305915 Natoora Large Sicilian Pomegranate","305915","Natoora Large Sicilian Pomegranate","Exotic_Fruit","Natoora Large Sicilian Pomegranate","Ocado",3.99,NA,3.99,"1","Each",2019-01-17
"201701 Waitrose Lychees (175g)","201701","Waitrose Lychees (175g)","Exotic_Fruit","Waitrose Lychees","Ocado",3,NA,17.14,"175g","Kg",2019-01-17
"413485 Wholegood Organic Quince (1Kg)","413485","Wholegood Organic Quince (1Kg)","Exotic_Fruit","Wholegood Organic Quince","Ocado",3.99,NA,3.99,"1Kg","Kg",2019-01-17
"541821 Natoora British Quince Apples (400g)","541821","Natoora British Quince Apples (400g)","Exotic_Fruit","Natoora British Quince Apples","Ocado",2.99,5.61,7.48,"400g","Kg",2019-01-17
"NA Natoora Italian Kumquats (150g)",NA,"Natoora Italian Kumquats (150g)","Exotic_Fruit","Natoora Italian Kumquats","Ocado",4,NA,26.67,"150g","Kg",2019-01-17
"042613 Sainsbury's Pomegranates","042613","Sainsbury's Pomegranates","Exotic_Fruit","Sainsbury's Pomegranates","Sainsburys",1.25,NA,1.25,"1","Each",2019-01-17
"240999 Sainsbury's Papaya (2)","240999","Sainsbury's Papaya (2)","Exotic_Fruit","Sainsbury's Papaya","Sainsburys",2.5,NA,1.25,"2","Each",2019-01-17
"042612 Sainsbury's Passion Fruit (3)","042612","Sainsbury's Passion Fruit (3)","Exotic_Fruit","Sainsbury's Passion Fruit","Sainsburys",1.25,NA,0.417,"3","Each",2019-01-17
"352627 Sainsbury's Persimon (3)","352627","Sainsbury's Persimon (3)","Exotic_Fruit","Sainsbury's Persimon","Sainsburys",1,NA,0.333,"3","Each",2019-01-17
"105880 Sainsbury's Pomegranate Seeds (100g)","105880","Sainsbury's Pomegranate Seeds (100g)","Exotic_Fruit","Sainsbury's Pomegranate Seeds","Sainsburys",1.3,NA,13,"100g","Kg",2019-01-17
"105800 Sainsbury's Coconut","105800","Sainsbury's Coconut","Exotic_Fruit","Sainsbury's Coconut","Sainsburys",0.8,NA,0.8,"1","Each",2019-01-17
"025164 Sainsbury's Ripe Papaya","025164","Sainsbury's Ripe Papaya","Exotic_Fruit","Sainsbury's Ripe Papaya","Sainsburys",1.5,NA,1.5,"1","Each",2019-01-17
"025161 Sainsbury's Lychees (200g)","025161","Sainsbury's Lychees (200g)","Exotic_Fruit","Sainsbury's Lychees","Sainsburys",2,NA,7.5,"200g","Kg",2019-01-17
"230687 Sainsbury's Large Pomegranate (2)","230687","Sainsbury's Large Pomegranate (2)","Exotic_Fruit","Sainsbury's Large Pomegranate","Sainsburys",2.95,NA,1.48,"2","Each",2019-01-17
"042609 Sainsbury's Physalis (100g)","042609","Sainsbury's Physalis (100g)","Exotic_Fruit","Sainsbury's Physalis","Sainsburys",1,NA,10,"100g","Kg",2019-01-17
"482356 Sainsbury's Pomegranate Seeds (350g)","482356","Sainsbury's Pomegranate Seeds (350g)","Exotic_Fruit","Sainsbury's Pomegranate Seeds","Sainsburys",4,NA,11.43,"350g","Kg",2019-01-17
"208495 Sainsbury's Large Sharon Fruit (3)","208495","Sainsbury's Large Sharon Fruit (3)","Exotic_Fruit","Sainsbury's Large Sharon Fruit","Sainsburys",1.15,NA,0.383,"3","Each",2019-01-17
"056441 Sainsbury's Giant Papaya","056441","Sainsbury's Giant Papaya","Exotic_Fruit","Sainsbury's Giant Papaya","Sainsburys",4,NA,4,"1","Each",2019-01-17
"023878 Tesco Coconut","023878","Tesco Coconut","Exotic_Fruit","Tesco Coconut","Tesco",0.69,NA,0.69,"1","Each",2019-01-17
"143895 Tesco Passion Fruit (3)","143895","Tesco Passion Fruit (3)","Exotic_Fruit","Tesco Passion Fruit","Tesco",1.25,NA,0.417,"3","Each",2019-01-17
"023882 Tesco Pomegranate Loose","023882","Tesco Pomegranate Loose","Exotic_Fruit","Tesco Pomegranate Loose","Tesco",1.25,NA,1.25,"1","Each",2019-01-17
"543191 Tesco Persimmon Fruit (3)","543191","Tesco Persimmon Fruit (3)","Exotic_Fruit","Tesco Persimmon Fruit","Tesco",1,NA,0.333,"3","Each",2019-01-17
"244388 Tesco Ripe Papaya (2)","244388","Tesco Ripe Papaya (2)","Exotic_Fruit","Tesco Ripe Papaya","Tesco",2.7,NA,1.35,"2","Each",2019-01-17
"056350 Tesco Pomegranate Seeds (80g)","056350","Tesco Pomegranate Seeds (80g)","Exotic_Fruit","Tesco Pomegranate Seeds","Tesco",1,NA,12.5,"80g","Kg",2019-01-17
"483130 Tesco Pomegranate Seeds (250g)","483130","Tesco Pomegranate Seeds (250g)","Exotic_Fruit","Tesco Pomegranate Seeds","Tesco",2.5,NA,10,"250g","Kg",2019-01-17
"023877 Tesco Ripe Papaya Loose","023877","Tesco Ripe Papaya Loose","Exotic_Fruit","Tesco Ripe Papaya Loose","Tesco",1.6,NA,1.6,"1","Each",2019-01-17
"NA Tesco Lychee (250g)",NA,"Tesco Lychee (250g)","Exotic_Fruit","Tesco Lychee","Tesco",2,NA,8,"250g","Kg",2019-01-17
"NA Ashfield Farm Beef Medallions Steak (340g)",NA,"Ashfield Farm Beef Medallions Steak (340g)","Fresh_Beef","Ashfield Farm Beef Medallions Steak","Aldi",2.85,NA,8.38,"340g","Kg",2019-01-17
"NA Ashfield Farm 21 Days Matured British Beef Roasting Joint (Approx 1Kg)",NA,"Ashfield Farm 21 Days Matured British Beef Roasting Joint (Approx 1Kg)","Fresh_Beef","Ashfield Farm 21 Days Matured British Beef Roasting Joint","Aldi",5.99,NA,5.99,"Approx 1Kg","Kg",2019-01-17
"NA Specially Selected 30 Day Matured Aberdeen Angus Sirloin Steak (227g)",NA,"Specially Selected 30 Day Matured Aberdeen Angus Sirloin Steak (227g)","Fresh_Beef","Specially Selected 30 Day Matured Aberdeen Angus Sirloin Steak","Aldi",4.49,NA,19.78,"227g","Kg",2019-01-17
"NA Specially Selected 30 Day Matured British Fillet Steak 6oz (170g)",NA,"Specially Selected 30 Day Matured British Fillet Steak 6oz (170g)","Fresh_Beef","Specially Selected 30 Day Matured British Fillet Steak 6oz","Aldi",5.19,NA,30.53,"170g","Kg",2019-01-17
"188294 ASDA Butcher's Selection British Beef Braising Steak (400g)","188294","ASDA Butcher's Selection British Beef Braising Steak (400g)","Fresh_Beef","ASDA Butcher's Selection British Beef Braising Steak","ASDA",3.85,8.33,9.63,"400g","Kg",2019-01-17
"493134 ASDA Butcher's Selection Beef Rump Steak (475g)","493134","ASDA Butcher's Selection Beef Rump Steak (475g)","Fresh_Beef","ASDA Butcher's Selection Beef Rump Steak","ASDA",5,NA,10,"475g","Kg",2019-01-17
"317707 ASDA Butcher's Selection Beef Rump Steak (255g)","317707","ASDA Butcher's Selection Beef Rump Steak (255g)","Fresh_Beef","ASDA Butcher's Selection Beef Rump Steak","ASDA",3.7,13.73,14.51,"255g","Kg",2019-01-17
"279663 ASDA Butcher's Selection British Medallion Steak (340g)","279663","ASDA Butcher's Selection British Medallion Steak (340g)","Fresh_Beef","ASDA Butcher's Selection British Medallion Steak","ASDA",3.7,9.8,10.88,"340g","Kg",2019-01-17
"295950 ASDA Butcher's Selection British Frying Steak (310g)","295950","ASDA Butcher's Selection British Frying Steak (310g)","Fresh_Beef","ASDA Butcher's Selection British Frying Steak","ASDA",3.4,NA,10.97,"310g","Kg",2019-01-17
"278597 ASDA Butcher's Selection British Sirloin Steak (227g)","278597","ASDA Butcher's Selection British Sirloin Steak (227g)","Fresh_Beef","ASDA Butcher's Selection British Sirloin Steak","ASDA",3.7,15.42,16.3,"227g","Kg",2019-01-17
"278593 ASDA Butcher's Selection British Ribeye Steak (227g)","278593","ASDA Butcher's Selection British Ribeye Steak (227g)","Fresh_Beef","ASDA Butcher's Selection British Ribeye Steak","ASDA",3.7,15.42,16.3,"227g","Kg",2019-01-17
"299285 ASDA Butcher's Selection British Stewing Beef (450g)","299285","ASDA Butcher's Selection British Stewing Beef (450g)","Fresh_Beef","ASDA Butcher's Selection British Stewing Beef","ASDA",3.75,NA,8.33,"450g","Kg",2019-01-17
"246739 ASDA Butcher's Selection Thin Cut Beef Steak (500g)","246739","ASDA Butcher's Selection Thin Cut Beef Steak (500g)","Fresh_Beef","ASDA Butcher's Selection Thin Cut Beef Steak","ASDA",4.75,NA,9.5,"500g","Kg",2019-01-17
"475935 ASDA Farm Stores Beef Sirloin Steak (195g)","475935","ASDA Farm Stores Beef Sirloin Steak (195g)","Fresh_Beef","ASDA Farm Stores Beef Sirloin Steak","ASDA",2.82,NA,14.46,"195g","Kg",2019-01-17
"519180 ASDA Butcher's Selection Beef Joint by Weight (Approx 1.8Kg)","519180","ASDA Butcher's Selection Beef Joint by Weight (Approx 1.8Kg)","Fresh_Beef","ASDA Butcher's Selection Beef Joint by Weight","ASDA",10.78,NA,5.99,"Approx 1.8Kg","Kg",2019-01-17
"496588 ASDA Farm Stores Beef Roasting Joint by Weight (Approx 1.4Kg)","496588","ASDA Farm Stores Beef Roasting Joint by Weight (Approx 1.4Kg)","Fresh_Beef","ASDA Farm Stores Beef Roasting Joint by Weight","ASDA",9.37,NA,6.69,"Approx 1.4Kg","Kg",2019-01-17
"496583 ASDA Butcher's Selection Rolled Beef Brisket by Weight (1.1Kg)","496583","ASDA Butcher's Selection Rolled Beef Brisket by Weight (1.1Kg)","Fresh_Beef","ASDA Butcher's Selection Rolled Beef Brisket by Weight","ASDA",8.79,NA,7.99,"1.1Kg","Kg",2019-01-17
"497431 Shazans Halal Beef Steaks (340g)","497431","Shazans Halal Beef Steaks (340g)","Fresh_Beef","Shazans Halal Beef Steaks","ASDA",4,9.8,11.76,"340g","Kg",2019-01-17
"475934 ASDA Farm Stores Beef Rump Steak (244g)","475934","ASDA Farm Stores Beef Rump Steak (244g)","Fresh_Beef","ASDA Farm Stores Beef Rump Steak","ASDA",2.97,NA,12.17,"244g","Kg",2019-01-17
"513171 ASDA Butcher's Selection British Beef Roasting Joint by Weight (Approx 500g)","513171","ASDA Butcher's Selection British Beef Roasting Joint by Weight (Approx 500g)","Fresh_Beef","ASDA Butcher's Selection British Beef Roasting Joint by Weight","ASDA",5.75,NA,11.5,"Approx 500g","Kg",2019-01-17
"319312 ASDA Butcher's Selection Beef Fillet Steak by Weight (Approx 200g)","319312","ASDA Butcher's Selection Beef Fillet Steak by Weight (Approx 200g)","Fresh_Beef","ASDA Butcher's Selection Beef Fillet Steak by Weight","ASDA",5.9,NA,29.5,"Approx 200g","Kg",2019-01-17
"511755 ASDA Extra Special Aberdeen Angus Rump Steak (255g)","511755","ASDA Extra Special Aberdeen Angus Rump Steak (255g)","Fresh_Beef","ASDA Extra Special Aberdeen Angus Rump Steak","ASDA",4.5,NA,17.65,"255g","Kg",2019-01-17
"511754 ASDA Extra Special Aberdeen Angus Ribeye Steak (227g)","511754","ASDA Extra Special Aberdeen Angus Ribeye Steak (227g)","Fresh_Beef","ASDA Extra Special Aberdeen Angus Ribeye Steak","ASDA",5,NA,22.03,"227g","Kg",2019-01-17
"496586 ASDA Extra Special Matured Beef Joint by Weight (Approx 1.4Kg)","496586","ASDA Extra Special Matured Beef Joint by Weight (Approx 1.4Kg)","Fresh_Beef","ASDA Extra Special Matured Beef Joint by Weight","ASDA",11.2,NA,8,"Approx 1.4Kg","Kg",2019-01-17
"476958 ASDA Farm Stores Beef Casserole Steak by Weight (Approx 200g)","476958","ASDA Farm Stores Beef Casserole Steak by Weight (Approx 200g)","Fresh_Beef","ASDA Farm Stores Beef Casserole Steak by Weight","ASDA",1.68,NA,8.39,"Approx 200g","Kg",2019-01-17
"496581 ASDA Butcher's Selection British Fatted Beef Joint by Weight (1Kg)","496581","ASDA Butcher's Selection British Fatted Beef Joint by Weight (1Kg)","Fresh_Beef","ASDA Butcher's Selection British Fatted Beef Joint by Weight","ASDA",9.5,NA,9.5,"1Kg","Kg",2019-01-17
"496584 ASDA Butcher's Selection Organic Beef Joint by Weight (Approx 1Kg)","496584","ASDA Butcher's Selection Organic Beef Joint by Weight (Approx 1Kg)","Fresh_Beef","ASDA Butcher's Selection Organic Beef Joint by Weight","ASDA",12.96,NA,12.96,"Approx 1Kg","Kg",2019-01-17
"497790 ASDA Butcher's Selection British Sirloin Steak by Weight (Approx 500g)","497790","ASDA Butcher's Selection British Sirloin Steak by Weight (Approx 500g)","Fresh_Beef","ASDA Butcher's Selection British Sirloin Steak by Weight","ASDA",8.1,NA,16.2,"Approx 500g","Kg",2019-01-17
"511756 ASDA Extra Special British Aberdeen Angus Sirloin Steak (227g)","511756","ASDA Extra Special British Aberdeen Angus Sirloin Steak (227g)","Fresh_Beef","ASDA Extra Special British Aberdeen Angus Sirloin Steak","ASDA",5,NA,22.03,"227g","Kg",2019-01-17
"524698 ASDA Extra Special 28 Day Matured Beef Rump Steak (2 per pack - 325g)","524698","ASDA Extra Special 28 Day Matured Beef Rump Steak (2 per pack - 325g)","Fresh_Beef","ASDA Extra Special 28 Day Matured Beef Rump Steak","ASDA",6,NA,18.46,"2 per pack - 325g","Kg",2019-01-17
"512908 ASDA Extra Special British Aberdeen Angus Fillet Steak by Weight (Approx 200g)","512908","ASDA Extra Special British Aberdeen Angus Fillet Steak by Weight (Approx 200g)","Fresh_Beef","ASDA Extra Special British Aberdeen Angus Fillet Steak by Weight","ASDA",6.8,NA,34,"Approx 200g","Kg",2019-01-17
"497786 ASDA Butcher's Selection British Ribeye Steak by Weight (Approx 500g)","497786","ASDA Butcher's Selection British Ribeye Steak by Weight (Approx 500g)","Fresh_Beef","ASDA Butcher's Selection British Ribeye Steak by Weight","ASDA",8.12,NA,16.24,"Approx 500g","Kg",2019-01-17
"NA Iceland Butcher's Market British Beef Frying Steak (500g)",NA,"Iceland Butcher's Market British Beef Frying Steak (500g)","Fresh_Beef","Iceland Butcher's Market British Beef Frying Steak","Iceland",4,NA,8,"500g","Kg",2019-01-17
"385562 Iceland Butcher's Market Beef Topside Joint (600g)","385562","Iceland Butcher's Market Beef Topside Joint (600g)","Fresh_Beef","Iceland Butcher's Market Beef Topside Joint","Iceland",6.5,NA,10.83,"600g","Kg",2019-01-17
"391969 Iceland Butcher's Market British Beef Rump Steak (227g)","391969","Iceland Butcher's Market British Beef Rump Steak (227g)","Fresh_Beef","Iceland Butcher's Market British Beef Rump Steak","Iceland",3,NA,13.22,"227g","Kg",2019-01-17
"391970 Iceland Butcher's Market British Beef Sirloin Steak (170g)","391970","Iceland Butcher's Market British Beef Sirloin Steak (170g)","Fresh_Beef","Iceland Butcher's Market British Beef Sirloin Steak","Iceland",3,NA,17.65,"170g","Kg",2019-01-17
"NA Iceland The Butcher's Market Everyday Rump Steaks (454g)",NA,"Iceland The Butcher's Market Everyday Rump Steaks (454g)","Fresh_Beef","Iceland The Butcher's Market Everyday Rump Steaks","Iceland",5,NA,11.01,"454g","Kg",2019-01-17
"NA Iceland Luxury Matured Fillet Steak (170g)",NA,"Iceland Luxury Matured Fillet Steak (170g)","Fresh_Beef","Iceland Luxury Matured Fillet Steak","Iceland",4.5,NA,26.47,"170g","Kg",2019-01-17
"372743 Morrisons Stewing Shin of Beef (500g)","372743","Morrisons Stewing Shin of Beef (500g)","Fresh_Beef","Morrisons Stewing Shin of Beef","Morrisons",4,6.67,8,"500g","Kg",2019-01-17
"426774 Morrisons Rump Steaks (Approx 561g)","426774","Morrisons Rump Steaks (Approx 561g)","Fresh_Beef","Morrisons Rump Steaks","Morrisons",7.5,NA,8.91,"Approx 561g","Kg",2019-01-17
"421638 Morrisons Beef Sirloin Steak (225g)","421638","Morrisons Beef Sirloin Steak (225g)","Fresh_Beef","Morrisons Beef Sirloin Steak","Morrisons",4,15.56,17.78,"225g","Kg",2019-01-17
"419411 Morrisons Lean Diced Casserole Steak (500g)","419411","Morrisons Lean Diced Casserole Steak (500g)","Fresh_Beef","Morrisons Lean Diced Casserole Steak","Morrisons",4.5,NA,9,"500g","Kg",2019-01-17
"NA Morrisons Market Street Beef Sizzle Steak (380g)",NA,"Morrisons Market Street Beef Sizzle Steak (380g)","Fresh_Beef","Morrisons Market Street Beef Sizzle Steak","Morrisons",4,8.77,10.53,"380g","Kg",2019-01-17
"379846 Morrisons British Beef Rump Steak (250g)","379846","Morrisons British Beef Rump Steak (250g)","Fresh_Beef","Morrisons British Beef Rump Steak","Morrisons",4,14,16,"250g","Kg",2019-01-17
"433170 Morrisons British Beef Rump Steak (Approx 330g)","433170","Morrisons British Beef Rump Steak (Approx 330g)","Fresh_Beef","Morrisons British Beef Rump Steak","Morrisons",4.95,NA,10,"Approx 330g","Kg",2019-01-17
"414572 Morrisons Beef Flat Iron Steak (Approx 400g)","414572","Morrisons Beef Flat Iron Steak (Approx 400g)","Fresh_Beef","Morrisons Beef Flat Iron Steak","Morrisons",4.08,8.75,10.2,"Approx 400g","Kg",2019-01-17
"312814 Morrisons Beef Frying Steak (Approx 275g)","312814","Morrisons Beef Frying Steak (Approx 275g)","Fresh_Beef","Morrisons Beef Frying Steak","Morrisons",3.03,NA,11.02,"Approx 275g","Kg",2019-01-17
"419343 Morrisons Lean Diced Casserole Steak (300g)","419343","Morrisons Lean Diced Casserole Steak (300g)","Fresh_Beef","Morrisons Lean Diced Casserole Steak","Morrisons",3.17,NA,8.33,"300g","Kg",2019-01-17
"428385 Morrisons British Rib Eye Steak (225g)","428385","Morrisons British Rib Eye Steak (225g)","Fresh_Beef","Morrisons British Rib Eye Steak","Morrisons",4,NA,17.78,"225g","Kg",2019-01-17
"426661 Morrisons British Fillet Steak (Approx 150g)","426661","Morrisons British Fillet Steak (Approx 150g)","Fresh_Beef","Morrisons British Fillet Steak","Morrisons",4.65,NA,31,"Approx 150g","Kg",2019-01-17
