"UID","Price_Change","Percent_Change","Product_ID","Full_Name","Category","Item","Retailer","Shelf_Price","Offer_Price_per_unit","Price_per_unit","Size","Unit","Date"
"456041 Morrisons The Best Season's Best Grapes (400g)",0,0,"456041","Morrisons The Best Season's Best Grapes (400g)","Grapes","Morrisons The Best Season's Best Grapes ","Morrisons",2,NA,5,"400g","Kg",2019-01-21
"292892 Ocado Grape Selection (500g)",0,0,"292892","Ocado Grape Selection (500g)","Grapes","Ocado Grape Selection ","Ocado",2,NA,4,"500g","Kg",2019-01-21
"119836 Ocado Green Seedless Grapes (500g)",0,0,"119836","Ocado Green Seedless Grapes (500g)","Grapes","Ocado Green Seedless Grapes ","Ocado",1.99,NA,3.18,"500g","Kg",2019-01-21
"440546 Waitrose Seedless Vitoria Grapes (400g)",0,0,"440546","Waitrose Seedless Vitoria Grapes (400g)","Grapes","Waitrose Seedless Vitoria Grapes ","Ocado",2.5,NA,4.15,"400g","Kg",2019-01-21
"125636 Ocado Red Seedless Grapes (500g)",0,0,"125636","Ocado Red Seedless Grapes (500g)","Grapes","Ocado Red Seedless Grapes ","Ocado",1.99,NA,3.98,"500g","Kg",2019-01-21
"042660 Essential Waitrose Red Seedless Grapes (500g)",0,0,"042660","Essential Waitrose Red Seedless Grapes (500g)","Grapes","Essential Waitrose Red Seedless Grapes ","Ocado",2,NA,4,"500g","Kg",2019-01-21
"026223 Essential Waitrose Green Seedless Grapes (500g)",0,0,"026223","Essential Waitrose Green Seedless Grapes (500g)","Grapes","Essential Waitrose Green Seedless Grapes ","Ocado",2,NA,4,"500g","Kg",2019-01-21
"335747 Ocado Black Seedless Grapes (500g)",0,0,"335747","Ocado Black Seedless Grapes (500g)","Grapes","Ocado Black Seedless Grapes ","Ocado",2,NA,4,"500g","Kg",2019-01-21
"026175 Essential Waitrose Grape Selection (500g)",0,0,"026175","Essential Waitrose Grape Selection (500g)","Grapes","Essential Waitrose Grape Selection ","Ocado",2.3,NA,4.6,"500g","Kg",2019-01-21
"263747 Waitrose 1 Sable Grapes (400g)",0,0,"263747","Waitrose 1 Sable Grapes (400g)","Grapes","Waitrose 1 Sable Grapes ","Ocado",2.99,NA,7.48,"400g","Kg",2019-01-21
"170609 Essential Waitrose Black Seedless Grapes (500g)",0,0,"170609","Essential Waitrose Black Seedless Grapes (500g)","Grapes","Essential Waitrose Black Seedless Grapes ","Ocado",2.5,NA,5,"500g","Kg",2019-01-21
"288334 Essential Waitrose Grape Selection (800g)",0,0,"288334","Essential Waitrose Grape Selection (800g)","Grapes","Essential Waitrose Grape Selection ","Ocado",4,NA,5,"800g","Kg",2019-01-21
"450795 Ethical Food Company Organic Grapes (400g)",0,0,"450795","Ethical Food Company Organic Grapes (400g)","Grapes","Ethical Food Company Organic Grapes ","Ocado",3.75,NA,9.38,"400g","Kg",2019-01-21
"NA Ravenhill Seedless Vitoria Grapes (500g)",0,0,"NA","Ravenhill Seedless Vitoria Grapes (500g)","Grapes","Ravenhill Seedless Vitoria Grapes ","Ocado",3.99,NA,7.98,"500g","Kg",2019-01-21
"042659 Waitrose Duchy Organic Limited Selection Grapes (400g)",0,0,"042659","Waitrose Duchy Organic Limited Selection Grapes (400g)","Grapes","Waitrose Duchy Organic Limited Selection Grapes ","Ocado",2.99,NA,7.48,"400g","Kg",2019-01-21
"042615 Sainsbury's White Seedless Grapes (500g)",0,0,"042615","Sainsbury's White Seedless Grapes (500g)","Grapes","Sainsbury's White Seedless Grapes ","Sainsburys",1.95,NA,3.3,"500g","Kg",2019-01-21
"107839 Sainsbury's Red Seedless Grapes (500g)",0,0,"107839","Sainsbury's Red Seedless Grapes (500g)","Grapes","Sainsbury's Red Seedless Grapes ","Sainsburys",2,NA,4,"500g","Kg",2019-01-21
"083584 Sainsbury's Black Seedless Grapes (500g)",0,0,"083584","Sainsbury's Black Seedless Grapes (500g)","Grapes","Sainsbury's Black Seedless Grapes ","Sainsburys",2,NA,4,"500g","Kg",2019-01-21
"042614 Sainsbury's White & Red Seedless Grapes (500g)",0,0,"042614","Sainsbury's White & Red Seedless Grapes (500g)","Grapes","Sainsbury's White & Red Seedless Grapes ","Sainsburys",2.1,NA,4.2,"500g","Kg",2019-01-21
"065334 Sainsbury's Taste the Difference Sabel Black Grapes (400g)",0,0,"065334","Sainsbury's Taste the Difference Sabel Black Grapes (400g)","Grapes","Sainsbury's Taste the Difference Sabel Black Grapes ","Sainsburys",2,NA,5,"400g","Kg",2019-01-21
"166788 Sainsbury's Grapes (80g)",0,0,"166788","Sainsbury's Grapes (80g)","Grapes","Sainsbury's Grapes ","Sainsburys",0.55,NA,6.88,"80g","Kg",2019-01-21
"NA Sainsbury's Seeded Grapes (700g)",0,0,"NA","Sainsbury's Seeded Grapes (700g)","Grapes","Sainsbury's Seeded Grapes ","Sainsburys",2.5,NA,3.57,"700g","Kg",2019-01-21
"NA Sainsbury's Grapes Mixed Seedless (750g)",0,0,"NA","Sainsbury's Grapes Mixed Seedless (750g)","Grapes","Sainsbury's Grapes Mixed Seedless ","Sainsburys",2.95,NA,3.93,"750g","Kg",2019-01-21
"NA Sainsbury's Red Grapes (170g)",0,0,"NA","Sainsbury's Red Grapes (170g)","Grapes","Sainsbury's Red Grapes ","Sainsburys",0.85,NA,5,"170g","Kg",2019-01-21
"NA Sainsbury's White Grapes (170g)",0,0,"NA","Sainsbury's White Grapes (170g)","Grapes","Sainsbury's White Grapes ","Sainsburys",0.85,NA,5,"170g","Kg",2019-01-21
"025174 Sainsbury's Organic White Grapes (400g)",0,0,"025174","Sainsbury's Organic White Grapes (400g)","Grapes","Sainsbury's Organic White Grapes ","Sainsburys",2.5,NA,6.25,"400g","Kg",2019-01-21
"488234 Sainsbury's Taste the Difference Vitoria Grape (400g)",0,0,"488234","Sainsbury's Taste the Difference Vitoria Grape (400g)","Grapes","Sainsbury's Taste the Difference Vitoria Grape ","Sainsburys",2,NA,5,"400g","Kg",2019-01-21
"NA Sainsbury's Taste the Difference Limited Edition Grapes (400g)",0,0,"NA","Sainsbury's Taste the Difference Limited Edition Grapes (400g)","Grapes","Sainsbury's Taste the Difference Limited Edition Grapes ","Sainsburys",2.5,NA,6.25,"400g","Kg",2019-01-21
"240688 Sainsbury's Taste the Difference Muscat Grapes (400g)",0,0,"240688","Sainsbury's Taste the Difference Muscat Grapes (400g)","Grapes","Sainsbury's Taste the Difference Muscat Grapes ","Sainsburys",2.5,NA,6.25,"400g","Kg",2019-01-21
"430409 Tesco Suntrail Farms Grapes (500g)",0,0,"430409","Tesco Suntrail Farms Grapes (500g)","Grapes","Tesco Suntrail Farms Grapes ","Tesco",1.25,NA,2.5,"500g","Kg",2019-01-21
"023938 Tesco Red Seedless Grapes (500g)",0,0,"023938","Tesco Red Seedless Grapes (500g)","Grapes","Tesco Red Seedless Grapes ","Tesco",2,NA,4,"500g","Kg",2019-01-21
"023940 Tesco Green Seedless Grapes (500g)",0,0,"023940","Tesco Green Seedless Grapes (500g)","Grapes","Tesco Green Seedless Grapes ","Tesco",2,NA,4,"500g","Kg",2019-01-21
"023935 Tesco Seedless Grape Selection (500g)",0,0,"023935","Tesco Seedless Grape Selection (500g)","Grapes","Tesco Seedless Grape Selection ","Tesco",2,NA,4,"500g","Kg",2019-01-21
"096943 Tesco Seedless Black Grapes (500g)",0,0,"096943","Tesco Seedless Black Grapes (500g)","Grapes","Tesco Seedless Black Grapes ","Tesco",2,NA,4,"500g","Kg",2019-01-21
"488875 Tesco Sable Seedless Grapes (400g)",0,0,"488875","Tesco Sable Seedless Grapes (400g)","Grapes","Tesco Sable Seedless Grapes ","Tesco",2,NA,5,"400g","Kg",2019-01-21
"439738 Tesco Green Seedless Grapes (Approx 500g)",0,0,"439738","Tesco Green Seedless Grapes (Approx 500g)","Grapes","Tesco Green Seedless Grapes ","Tesco",2,NA,4,"Approx 500g","Kg",2019-01-21
"439739 Tesco Red Seedless Grapes (Approx 500g)",0,0,"439739","Tesco Red Seedless Grapes (Approx 500g)","Grapes","Tesco Red Seedless Grapes ","Tesco",2,NA,4,"Approx 500g","Kg",2019-01-21
"046473 Tesco Grape Snack Pack (80g)",0,0,"046473","Tesco Grape Snack Pack (80g)","Grapes","Tesco Grape Snack Pack ","Tesco",0.5,5.21,6.25,"80g","Kg",2019-01-21
"536207 Tesco Grape Snack Pot (130g)",0,0,"536207","Tesco Grape Snack Pot (130g)","Grapes","Tesco Grape Snack Pot ","Tesco",1,NA,7.69,"130g","Kg",2019-01-21
"475873 ASDA Farm Stores Kiwis (6)",0,0,"475873","ASDA Farm Stores Kiwis (6)","Kiwi","ASDA Farm Stores Kiwis ","ASDA",0.9,NA,0.15,"6","Each",2019-01-21
"076814 ASDA Grower's Selection Ready to Eat Kiwi Fruit (4)",0,0,"076814","ASDA Grower's Selection Ready to Eat Kiwi Fruit (4)","Kiwi","ASDA Grower's Selection Ready to Eat Kiwi Fruit ","ASDA",1.29,NA,0.25,"4","Each",2019-01-21
"NA ASDA Grower's Selection Golden Kiwi Fruit (4)",NA,NA,"NA","ASDA Grower's Selection Golden Kiwi Fruit (4)","Kiwi","ASDA Grower's Selection Golden Kiwi Fruit ","ASDA",1.8,NA,0.45,"4","Each",2019-01-21
"341192 Iceland Farmer's Market Kiwi Fruit (6)",0,0,"341192","Iceland Farmer's Market Kiwi Fruit (6)","Kiwi","Iceland Farmer's Market Kiwi Fruit ","Iceland",1,NA,0.167,"6","Each",2019-01-21
"467294 Kiwi Fruit",0,0,"467294","Kiwi Fruit","Kiwi","Kiwi Fruit","Lidl",0.16,NA,0.16,"1","Each",2019-01-21
"521114 Morrisons Wonky Kiwis (6)",0,0,"521114","Morrisons Wonky Kiwis (6)","Kiwi","Morrisons Wonky Kiwis ","Morrisons",0.74,NA,0.123,"6","Each",2019-01-21
"263750 Morrisons Kiwi (6)",0,0,"263750","Morrisons Kiwi (6)","Kiwi","Morrisons Kiwi ","Morrisons",1,NA,0.167,"6","Each",2019-01-21
"388959 Morrisons Kiwi (4)",0,0,"388959","Morrisons Kiwi (4)","Kiwi","Morrisons Kiwi ","Morrisons",1.5,NA,0.375,"4","Each",2019-01-21
"172498 Morrisons Organic Kiwis (4)",0,0,"172498","Morrisons Organic Kiwis (4)","Kiwi","Morrisons Organic Kiwis ","Morrisons",1,NA,0.25,"4","Each",2019-01-21
"026219 Essential Waitrose Kiwi Fruit (6)",0,0,"026219","Essential Waitrose Kiwi Fruit (6)","Kiwi","Essential Waitrose Kiwi Fruit ","Ocado",1,NA,0.167,"6","Each",2019-01-21
"026221 Waitrose Duchy Organic Kiwi Fruit (4)",0,0,"026221","Waitrose Duchy Organic Kiwi Fruit (4)","Kiwi","Waitrose Duchy Organic Kiwi Fruit ","Ocado",1,NA,0.25,"4","Each",2019-01-21
"512279 Waitrose Golden Kiwi Fruit (4)",0,0,"512279","Waitrose Golden Kiwi Fruit (4)","Kiwi","Waitrose Golden Kiwi Fruit ","Ocado",2,NA,0.5,"4","Each",2019-01-21
"046702 Waitrose 1 Perfectly Ripe Hayward Kiwi Fruit (4)",0,0,"046702","Waitrose 1 Perfectly Ripe Hayward Kiwi Fruit (4)","Kiwi","Waitrose 1 Perfectly Ripe Hayward Kiwi Fruit ","Ocado",2.15,NA,0.375,"4","Each",2019-01-21
"423548 Ethical Food Company Organic Kiwi Fruit (6)",0,0,"423548","Ethical Food Company Organic Kiwi Fruit (6)","Kiwi","Ethical Food Company Organic Kiwi Fruit ","Ocado",2.29,NA,0.305,"6","Each",2019-01-21
"513357 Waitrose Green Kiwi Fruit (4)",0,0,"513357","Waitrose Green Kiwi Fruit (4)","Kiwi","Waitrose Green Kiwi Fruit ","Ocado",1.7,NA,0.425,"4","Each",2019-01-21
"NA Ocado Ripe & Ready to Eat Kiwis (4)",0,0,"NA","Ocado Ripe & Ready to Eat Kiwis (4)","Kiwi","Ocado Ripe & Ready to Eat Kiwis ","Ocado",1.5,NA,0.375,"4","Each",2019-01-21
"NA Wholegood Organic Kiwi Fruit (6)",0,0,"NA","Wholegood Organic Kiwi Fruit (6)","Kiwi","Wholegood Organic Kiwi Fruit ","Ocado",2.24,NA,0.373,"6","Each",2019-01-21
"183848 Waitrose 1 Perfectly Ripe Gold Kiwi Fruit (3)",0,0,"183848","Waitrose 1 Perfectly Ripe Gold Kiwi Fruit (3)","Kiwi","Waitrose 1 Perfectly Ripe Gold Kiwi Fruit ","Ocado",1.95,NA,0.65,"3","Each",2019-01-21
"NA Natoora Ripe French Kiwis (2)",0,0,"NA","Natoora Ripe French Kiwis (2)","Kiwi","Natoora Ripe French Kiwis ","Ocado",2.99,NA,1.5,"2","Each",2019-01-21
"204012 Sainsbury's Kiwi Fruit (6)",0,0,"204012","Sainsbury's Kiwi Fruit (6)","Kiwi","Sainsbury's Kiwi Fruit ","Sainsburys",0.85,NA,0.142,"6","Each",2019-01-21
"042604 Sainsbury's Kiwi Fruit Ripe and Ready (4)",0,0,"042604","Sainsbury's Kiwi Fruit Ripe and Ready (4)","Kiwi","Sainsbury's Kiwi Fruit Ripe and Ready ","Sainsburys",1.5,NA,0.375,"4","Each",2019-01-21
"065337 Sainsbury's Taste the Difference Golden Kiwi (4)",0,0,"065337","Sainsbury's Taste the Difference Golden Kiwi (4)","Kiwi","Sainsbury's Taste the Difference Golden Kiwi ","Sainsburys",1.75,NA,0.438,"4","Each",2019-01-21
"042603 Sainsbury's Kiwi Fruit",0,0,"042603","Sainsbury's Kiwi Fruit","Kiwi","Sainsbury's Kiwi Fruit","Sainsburys",0.25,NA,0.25,"1","Each",2019-01-21
"025159 Sainsbury's Organic Kiwi Fruit (4)",0,0,"025159","Sainsbury's Organic Kiwi Fruit (4)","Kiwi","Sainsbury's Organic Kiwi Fruit ","Sainsburys",1,NA,0.25,"4","Each",2019-01-21
"428026 Tesco Suntrail Farms Kiwi (6)",0,0,"428026","Tesco Suntrail Farms Kiwi (6)","Kiwi","Tesco Suntrail Farms Kiwi ","Tesco",0.71,NA,0.118,"6","Each",2019-01-21
"023871 Tesco Large Kiwi",0,0,"023871","Tesco Large Kiwi","Kiwi","Tesco Large Kiwi","Tesco",0.3,NA,0.3,"1","Each",2019-01-21
"023910 Tesco Organic Kiwi Fruit (4)",0,0,"023910","Tesco Organic Kiwi Fruit (4)","Kiwi","Tesco Organic Kiwi Fruit ","Tesco",1.15,NA,0.288,"4","Each",2019-01-21
"046412 Tesco Ripe & Ready Kiwi (4)",0,0,"046412","Tesco Ripe & Ready Kiwi (4)","Kiwi","Tesco Ripe & Ready Kiwi ","Tesco",1.5,NA,0.375,"4","Each",2019-01-21
"526860 Tesco Supersweet Gold Kiwi (3)",0,0,"526860","Tesco Supersweet Gold Kiwi (3)","Kiwi","Tesco Supersweet Gold Kiwi ","Tesco",1.5,NA,0.5,"3","Each",2019-01-21
"042736 ASDA Grower's Selection Little Gem Lettuce (2)",0,0,"042736","ASDA Grower's Selection Little Gem Lettuce (2)","Lettuce","ASDA Grower's Selection Little Gem Lettuce ","ASDA",0.65,NA,0.325,"2","Each",2019-01-21
"042735 ASDA Grower's Selection Iceberg Lettuce",0,0,"042735","ASDA Grower's Selection Iceberg Lettuce","Lettuce","ASDA Grower's Selection Iceberg Lettuce","ASDA",0.6,NA,0.6,"1","Each",2019-01-21
"479799 ASDA Farm Stores Round Lettuce",0.05,0.125,"479799","ASDA Farm Stores Round Lettuce","Lettuce","ASDA Farm Stores Round Lettuce","ASDA",0.45,NA,0.45,"1","Each",2019-01-21
"027431 ASDA Grower's Selection Hearts of Romaine Lettuce (2)",0,0,"027431","ASDA Grower's Selection Hearts of Romaine Lettuce (2)","Lettuce","ASDA Grower's Selection Hearts of Romaine Lettuce ","ASDA",0.95,NA,0.475,"2","Each",2019-01-21
"027442 ASDA Organic Grower's Selection Lettuce",0,0,"027442","ASDA Organic Grower's Selection Lettuce","Lettuce","ASDA Organic Grower's Selection Lettuce","ASDA",1.17,NA,1.17,"1","Each",2019-01-21
"042734 ASDA Grower's Selection Chinese Leaf Lettuce",0,0,"042734","ASDA Grower's Selection Chinese Leaf Lettuce","Lettuce","ASDA Grower's Selection Chinese Leaf Lettuce","ASDA",0.75,NA,0.75,"1","Each",2019-01-21
"341178 Iceland Farmer's Market Whole Iceberg Lettuce",0,0,"341178","Iceland Farmer's Market Whole Iceberg Lettuce","Lettuce","Iceland Farmer's Market Whole Iceberg Lettuce","Iceland",0.6,NA,0.6,"1","Each",2019-01-21
"455674 Oaklands Little Gem Lettuce (2)",0,0,"455674","Oaklands Little Gem Lettuce (2)","Lettuce","Oaklands Little Gem Lettuce ","Lidl",0.62,NA,0.31,"2","Each",2019-01-21
"454624 Oaklands Iceberg Lettuce",0,0,"454624","Oaklands Iceberg Lettuce","Lettuce","Oaklands Iceberg Lettuce","Lidl",0.58,NA,0.58,"1","Each",2019-01-21
"454726 Oaklands Salad Trio",0,0,"454726","Oaklands Salad Trio","Lettuce","Oaklands Salad Trio","Lidl",1,NA,1,"1","Each",2019-01-21
"171906 Morrisons Little Gem Lettuce (2)",0,0,"171906","Morrisons Little Gem Lettuce (2)","Lettuce","Morrisons Little Gem Lettuce ","Morrisons",0.85,NA,0.425,"2","Each",2019-01-21
"243089 Morrisons Round Lettuce",0,0,"243089","Morrisons Round Lettuce","Lettuce","Morrisons Round Lettuce","Morrisons",0.65,NA,0.65,"1","Each",2019-01-21
"171901 Morrisons Iceberg Lettuce",0,0,"171901","Morrisons Iceberg Lettuce","Lettuce","Morrisons Iceberg Lettuce","Morrisons",0.7,NA,0.7,"1","Each",2019-01-21
"386202 Morrisons Red Gem Lettuce (2)",0,0,"386202","Morrisons Red Gem Lettuce (2)","Lettuce","Morrisons Red Gem Lettuce ","Morrisons",0.85,NA,0.425,"2","Each",2019-01-21
"312174 Morrisons Organic Little Gem Lettuce (2)",0,0,"312174","Morrisons Organic Little Gem Lettuce (2)","Lettuce","Morrisons Organic Little Gem Lettuce ","Morrisons",1.62,NA,0.81,"2","Each",2019-01-21
"516045 Morrisons Curly Lettuce",0,0,"516045","Morrisons Curly Lettuce","Lettuce","Morrisons Curly Lettuce","Morrisons",0.67,NA,0.67,"1","Each",2019-01-21
"171959 Morrisons Romaine Hearts (2)",0,0,"171959","Morrisons Romaine Hearts (2)","Lettuce","Morrisons Romaine Hearts ","Morrisons",1,NA,0.5,"2","Each",2019-01-21
"NA Morrisons The Best Sweet Gem Lettuce (2)",0,0,"NA","Morrisons The Best Sweet Gem Lettuce (2)","Lettuce","Morrisons The Best Sweet Gem Lettuce ","Morrisons",1.25,NA,0.625,"2","Each",2019-01-21
"071294 Essential Waitrose Little Gem Lettuce (2)",0,0,"071294","Essential Waitrose Little Gem Lettuce (2)","Lettuce","Essential Waitrose Little Gem Lettuce ","Ocado",0.95,NA,0.475,"2","Each",2019-01-21
"042873 Waitrose Duchy Organic Little Gem Lettuce (2)",0,0,"042873","Waitrose Duchy Organic Little Gem Lettuce (2)","Lettuce","Waitrose Duchy Organic Little Gem Lettuce ","Ocado",1.6,NA,0.8,"2","Each",2019-01-21
"096951 Waitrose Gem Lettuce (2)",0,0,"096951","Waitrose Gem Lettuce (2)","Lettuce","Waitrose Gem Lettuce ","Ocado",1.6,NA,0.6,"2","Each",2019-01-21
"042870 Essential Waitrose Iceberg Lettuce",0,0,"042870","Essential Waitrose Iceberg Lettuce","Lettuce","Essential Waitrose Iceberg Lettuce","Ocado",0.65,NA,0.65,"1","Each",2019-01-21
"042871 Essential Waitrose Round Lettuce",0,0,"042871","Essential Waitrose Round Lettuce","Lettuce","Essential Waitrose Round Lettuce","Ocado",0.68,NA,0.68,"1","Each",2019-01-21
"027953 Essential Waitrose Romaine Lettuce Hearts (2)",0,0,"027953","Essential Waitrose Romaine Lettuce Hearts (2)","Lettuce","Essential Waitrose Romaine Lettuce Hearts ","Ocado",1.1,NA,0.55,"2","Each",2019-01-21
"027954 Waitrose Little Gem Lettuce Hearts (4)",0,0,"027954","Waitrose Little Gem Lettuce Hearts (4)","Lettuce","Waitrose Little Gem Lettuce Hearts ","Ocado",1.62,NA,0.405,"4","Each",2019-01-21
"071285 Waitrose Chinese Leaf Lettuce",0,0,"071285","Waitrose Chinese Leaf Lettuce","Lettuce","Waitrose Chinese Leaf Lettuce","Ocado",1.3,NA,1.3,"1","Each",2019-01-21
"023790 Waitrose Duchy Organic Romaine Lettuce",0,0,"023790","Waitrose Duchy Organic Romaine Lettuce","Lettuce","Waitrose Duchy Organic Romaine Lettuce","Ocado",1.69,NA,1.69,"1","Each",2019-01-21
"207814 Waitrose 1 Limited Selection Romaine Hearts (2)",0,0,"207814","Waitrose 1 Limited Selection Romaine Hearts (2)","Lettuce","Waitrose 1 Limited Selection Romaine Hearts ","Ocado",2,NA,1,"2","Each",2019-01-21
"206194 Waitrose Limited Selection Sweet Cos Lettuce (2)",0,0,"206194","Waitrose Limited Selection Sweet Cos Lettuce (2)","Lettuce","Waitrose Limited Selection Sweet Cos Lettuce ","Ocado",1.6,0.625,0.8,"2","Each",2019-01-21
"474446 O'live Organic Little Gem (2)",0,0,"474446","O'live Organic Little Gem (2)","Lettuce","O'live Organic Little Gem ","Ocado",1.59,NA,0.795,"2","Each",2019-01-21
"462745 O'live Organic Romaine Lettuce",0,0,"462745","O'live Organic Romaine Lettuce","Lettuce","O'live Organic Romaine Lettuce","Ocado",1.79,1.43,1.79,"1","Each",2019-01-21
"042843 Sainsbury's Little Gem Lettuce (2)",0,0,"042843","Sainsbury's Little Gem Lettuce (2)","Lettuce","Sainsbury's Little Gem Lettuce ","Sainsburys",0.9,NA,0.45,"2","Each",2019-01-21
"042841 Sainsbury's Iceberg Lettuce",0,0,"042841","Sainsbury's Iceberg Lettuce","Lettuce","Sainsbury's Iceberg Lettuce","Sainsburys",0.65,NA,0.65,"1","Each",2019-01-21
"027801 Sainsbury's Sweet Gem Lettuce (2)",0,0,"027801","Sainsbury's Sweet Gem Lettuce (2)","Lettuce","Sainsbury's Sweet Gem Lettuce ","Sainsburys",1,NA,0.4,"2","Each",2019-01-21
"027799 Sainsbury's Organic Little Gem Lettuce (2)",0,0,"027799","Sainsbury's Organic Little Gem Lettuce (2)","Lettuce","Sainsbury's Organic Little Gem Lettuce ","Sainsburys",1.25,NA,0.625,"2","Each",2019-01-21
"042844 Sainsbury's Round Lettuce",0,0,"042844","Sainsbury's Round Lettuce","Lettuce","Sainsbury's Round Lettuce","Sainsburys",0.65,NA,0.65,"1","Each",2019-01-21
"042842 Sainsbury's Curly Leaf Lettuce",0,0,"042842","Sainsbury's Curly Leaf Lettuce","Lettuce","Sainsbury's Curly Leaf Lettuce","Sainsburys",0.65,NA,0.65,"1","Each",2019-01-21
"042774 Sainsbury's Chinese Leaf Lettuce",0,0,"042774","Sainsbury's Chinese Leaf Lettuce","Lettuce","Sainsbury's Chinese Leaf Lettuce","Sainsburys",1.25,NA,1.25,"1","Each",2019-01-21
"042845 Sainsbury's Romaine Lettuce Hearts (2)",0,0,"042845","Sainsbury's Romaine Lettuce Hearts (2)","Lettuce","Sainsbury's Romaine Lettuce Hearts ","Sainsburys",1,NA,0.5,"2","Each",2019-01-21
"065715 Sainsbury's Red Mini Cos Lettuce (2)",0,0,"065715","Sainsbury's Red Mini Cos Lettuce (2)","Lettuce","Sainsbury's Red Mini Cos Lettuce ","Sainsburys",1,NA,0.5,"2","Each",2019-01-21
"114721 Sainsbury's Organic Cos Lettuce",0,0,"114721","Sainsbury's Organic Cos Lettuce","Lettuce","Sainsbury's Organic Cos Lettuce","Sainsburys",1.25,NA,1,"1","Each",2019-01-21
"026562 Tesco Little Gem Lettuce (2)",0,0,"026562","Tesco Little Gem Lettuce (2)","Lettuce","Tesco Little Gem Lettuce ","Tesco",0.85,NA,0.245,"2","Each",2019-01-21
"125894 Tesco Sweet Gem Lettuce (2)",0,0,"125894","Tesco Sweet Gem Lettuce (2)","Lettuce","Tesco Sweet Gem Lettuce ","Tesco",1,NA,0.5,"2","Each",2019-01-21
"026561 Tesco Iceberg Lettuce",0,0,"026561","Tesco Iceberg Lettuce","Lettuce","Tesco Iceberg Lettuce","Tesco",0.6,NA,0.6,"1","Each",2019-01-21
"077742 Tesco Red Gem Lettuce (2)",0,0,"077742","Tesco Red Gem Lettuce (2)","Lettuce","Tesco Red Gem Lettuce ","Tesco",1,NA,0.5,"2","Each",2019-01-21
"428203 Tesco Nightingale Farms Round Lettuce",0,0,"428203","Tesco Nightingale Farms Round Lettuce","Lettuce","Tesco Nightingale Farms Round Lettuce","Tesco",0.39,NA,0.39,"1","Each",2019-01-21
